rank,cluster,violation_count,congestion_impact_index,cii_normalized,cii_density,avg_impact_score,avg_severity,junction_pct,peak_hour,centroid_lat,centroid_lon,approx_radius_m,dominant_police_station,dominant_junction,dominant_violation_type,dominant_vehicle_type,unique_vehicles
126,274,122,459.0,0.44242188212743117,55772.84962981546,3.762295081967213,2.1557377049180326,0.0,3,13.039971135245903,77.51856089453551,51.18232251225166,Peenya,No Junction,NO PARKING,PASSENGER AUTO,120
127,164,92,453.7,0.43722268927759655,14660.269360113878,4.931521739130434,2.282608695652174,1.0,11,12.979958309782608,77.59303498478262,99.2518197934367,Cubbon Park,BTP047 - Vidhan Soudha Metro Station,NO PARKING,CAR,92
128,105,82,438.1,0.4219194046629892,31586.00583172158,5.342682926829268,2.1219512195121952,1.0,11,12.982431380886993,77.56302280556379,66.4453104087702,Magadi Road,BTP010 - Rajajinagar Entrance,NO PARKING,PASSENGER AUTO,80
129,421,52,430.0,0.41397346842078925,36121.950192503624,8.26923076923077,5.076923076923077,0.0,7,13.071849976923078,77.63373419615385,61.55646855021523,Hennuru,No Junction,NO PARKING,CAR,51
130,99,115,418.0,0.4022017110249374,16662.137100017735,3.634782608695652,2.0,0.0,3,12.875903608695651,77.64796869652173,89.36096555394536,Hulimavu,No Junction,WRONG PARKING,CAR,110
131,311,55,417.0,0.40122073124194974,14466.795426337208,7.581818181818182,3.9454545454545453,0.0,4,12.927342227272726,77.69480327090909,95.78707707526031,Bellandur,No Junction,NO PARKING,CAR,55
132,55,58,415.0,0.39925877167597446,41496.480362633425,7.155172413793103,4.275862068965517,0.0,8,12.971690246551724,77.50762166724138,56.42135096809846,Jnanabharathi,No Junction,NO PARKING,CAR,57
133,358,33,410.8,0.3951386565874263,52304.68049772048,12.44848484848485,6.606060606060606,1.0,9,12.916986006060606,77.59686494545456,33.431943658191905,Jayanagara,"BTP202 - East End Main Road, Jayanagar",NO PARKING,CAR,33
134,165,75,401.7,0.38621174056223867,51146.03251201148,5.356,3.2,1.0,2,12.977518660000001,77.591122588,44.298416574239745,Cubbon Park,BTP041 - Gopal Gowda Circle,NO PARKING,SCOOTER,75
135,242,81,400.40000000000003,0.3849364668443548,50980.51137119591,4.94320987654321,2.0123456790123457,1.0,4,12.944027519753085,77.57310189259259,40.900102978665124,Basavanagudi,BTP108 - Tagore Park Junction,NO PARKING,CAR,81
136,161,88,398.0,0.3825821153651844,15245.845491710052,4.5227272727272725,2.3636363636363638,0.0,11,12.925493638636363,77.63388528636364,91.15717182751662,Adugodi,No Junction,NO PARKING,CAR,82
137,365,40,394.0,0.37865819623323377,50165.638062565406,9.85,5.7,0.0,9,12.94218491,77.7472084375,49.88459022254025,Whitefield,No Junction,WRONG PARKING,CAR,40
138,430,30,392.6,0.3772848245370511,49987.384526302485,13.086666666666668,8.1,1.0,13,12.91691956,77.59533927,45.591439670657415,Jayanagara,"BTP179 - 9th Block, 28th Main, Jayanagar",WRONG PARKING,SCOOTER,30
139,96,99,382.2,0.36708263479397946,48663.21539977792,3.8606060606060604,2.1818181818181817,1.0,6,13.0044662,77.55347467777779,46.63215239484338,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",WRONG PARKING,SCOOTER,86
140,215,66,380.0,0.36492447927140664,48383.10269993618,5.757575757575758,3.6515151515151514,0.0,5,13.050781981818181,77.55281588636365,24.727244298936636,Jalahalli,No Junction,NO PARKING,SCOOTER,64
141,146,96,379.6,0.3645320873582116,13214.122014336073,3.954166666666667,2.4270833333333335,1.0,4,12.971833455208333,77.54687627916667,95.62446298552051,Magadi Road,BTP020 - Hosahalli Metro Station,NO PARKING,SCOOTER,92
142,37,110,378.3,0.36325681364032764,48166.6519773312,3.439090909090909,2.1636363636363636,1.0,8,12.926769731818181,77.55081032181818,45.250725786497135,Banashankari,BTP155 - Katriguppe Junction,NO PARKING,SCOOTER,107
143,177,80,377.0,0.36198153992244364,48001.13083651563,4.7125,2.125,1.0,9,12.931578995,77.5860574175,37.98359283353265,Jayanagara,BTP219 - Canara Bank Junction,NO PARKING,CAR,78
144,134,148,376.0,0.36100056013945603,47873.80688204212,2.5405405405405403,2.2162162162162162,0.0,3,13.047501208108107,77.5761007527027,47.98308019023424,Kodigehalli,No Junction,NO PARKING,MOTOR CYCLE,125
145,336,74,367.90000000000003,0.35305462389725606,41383.62512425621,4.9716216216216225,2.2567567567567566,1.0,7,12.981140026084168,77.58847361210451,53.19559757250446,Cubbon Park,BTP052 - CID Carlton House Junction,NO PARKING,CAR,72
146,460,28,367.0,0.35217174209256713,38845.66054085382,13.107142857142858,6.428571428571429,0.0,6,12.99496360357143,77.65412555714285,54.838660796521616,Banaswadi,No Junction,NO PARKING,CAR,18
147,17,169,361.0,0.34628586339464124,45963.94756493937,2.136094674556213,2.0532544378698225,0.0,2,12.934985637869822,77.53646014260354,20.559394458663323,Banashankari,No Junction,NO PARKING,SCOOTER,105
148,244,83,360.0,0.34530488361165357,32101.735380911534,4.337349397590361,3.9518072289156625,0.0,14,12.84072592323576,77.67671737412081,59.746443564005126,Electronic City,No Junction,NO PARKING,SCOOTER,82
149,436,22,348.0,0.3335331262158017,44308.736156783656,15.818181818181818,10.545454545454545,0.0,8,12.979525172727273,77.62938279090909,38.62425483962214,Halasur,No Junction,NO PARKING,CAR,20
150,173,137,344.0,0.32960920708385116,15406.30459476161,2.510948905109489,2.0145985401459856,0.0,11,12.888711154014599,77.56278032481751,84.30533237873885,Thalagattapura,No Junction,NO PARKING,SCOOTER,130
151,480,43,344.0,0.32960920708385116,43799.440338889595,8.0,4.883720930232558,0.0,9,12.95635785116279,77.73214930465116,40.03028198473284,Whitefield,No Junction,WRONG PARKING,CAR,43
152,218,48,339.0,0.3247043081689129,21731.215933229127,7.0625,4.229166666666667,0.0,5,12.9593496158919,77.6563099789697,70.46653214043398,Jeevanbheemanagar,No Junction,NO PARKING,CAR,48
153,253,66,334.1,0.3198975072322734,19025.520804337462,5.0621212121212125,2.0757575757575757,1.0,1,12.98043873030303,77.57903848333332,74.7644296317867,Upparpet,BTP058 - Subbanna Junction,WRONG PARKING,CAR,64
154,194,27,330.0,0.315875490122024,38858.93247738837,12.222222222222221,6.0,0.0,10,13.00276241851852,77.52592297037037,51.99200919805292,Rajajinagar,No Junction,NO PARKING,CAR,27
155,237,106,328.0,0.3139135305560487,39763.80275665164,3.0943396226415096,2.641509433962264,0.0,11,12.935869324528301,77.51803724528303,51.2410511346137,Byatarayanapura,No Junction,WRONG PARKING,SCOOTER,105
156,297,86,326.3,0.3122458649249697,15221.34171752168,3.794186046511628,2.011627906976744,1.0,9,12.961187627906975,77.58690189534883,82.60515160189375,Halasuru Gate,BTP180 - Swagath Poornima Theatre,WRONG PARKING,TEMPO,68
157,302,95,324.0,0.3099896114240981,9628.269163929628,3.4105263157894736,2.0631578947368423,0.0,9,12.912351116842107,77.68113776210527,103.49597432232926,Bellandur,No Junction,NO PARKING,CAR,92
158,163,35,322.4,0.3084200437713178,36036.99926469123,9.21142857142857,4.257142857142857,1.0,0,12.920211387958977,77.6208807273712,53.36398700865438,Madiwala,BTP137 - Madiwala Traffic PS Junction,NO PARKING,CAR,35
159,156,69,315.9,0.30204367518189806,24272.933640523846,4.578260869565217,2.5942028985507246,1.0,6,12.958060794202899,77.5816882942029,64.36336512104988,City Market,BTP167 - JC Road Junction,WRONG PARKING,SCOOTER,67
160,387,44,315.0,0.30116079337720925,18739.21037140702,7.159090909090909,5.636363636363637,0.0,9,12.947701797727273,77.53405191818182,73.1483774449668,Byatarayanapura,No Junction,NO PARKING,LORRY/GOODS VEHICLE,42
161,11,100,314.0,0.3001798135942216,9932.751270028497,3.14,2.17,0.0,6,13.04544038,77.507033969,100.31251235062312,Chikkabanavara,No Junction,WRONG PARKING,CAR,97
162,313,11,312.0,0.29821785402824624,39725.07379573707,28.363636363636363,10.090909090909092,1.0,3,12.960212827272727,77.55425949090909,16.435045639363498,Magadi Road,BTP092 - Bangalore Builders Junction,NO PARKING,CAR,11
163,296,86,311.0,0.29723687424525863,23099.710019096638,3.616279069767442,2.104651162790698,0.0,4,12.972476211627908,77.62604061511628,65.4639179965297,Halasur,No Junction,NO PARKING,CAR,77
164,429,17,310.0,0.29625589446227096,39470.42588679004,18.235294117647058,9.117647058823529,0.0,5,12.805755323529413,77.6994283117647,28.757276539380026,Electronic City,No Junction,PARKING IN A MAIN ROAD,CAR,16
165,245,103,306.0,0.29233197533032035,38961.130068895975,2.970873786407767,2.0097087378640777,0.0,9,12.920904916845132,77.66538095244074,38.98279345060953,Bellandur,No Junction,WRONG PARKING,CAR,100
166,118,87,306.0,0.29233197533032035,9988.361560350922,3.5172413793103448,2.0114942528735633,0.0,6,12.990316863218391,77.57459076781609,98.75035136723905,Sheshadripuram,No Junction,NO PARKING,CAR,85
167,198,82,305.0,0.2913509955473327,10700.501206964454,3.7195121951219514,2.292682926829268,0.0,10,13.057388663414635,77.54697834024391,95.25174116607012,Jalahalli,No Junction,NO PARKING,CAR,73
168,110,45,303.0,0.2893890359813574,26410.061349605192,6.733333333333333,3.4444444444444446,0.0,7,12.932102909069615,77.51572815469129,60.43126326065886,Kengeri,No Junction,NO PARKING,CAR,45
169,208,60,297.0,0.2835031572834315,37815.21447863433,4.95,4.716666666666667,0.0,12,12.987942578333334,77.73404272333333,14.869606608653275,Mahadevapura,No Junction,PARKING ON FOOTPATH,MOTOR CYCLE,58
170,191,62,294.0,0.2805602179344685,13134.83678497514,4.741935483870968,3.032258064516129,0.0,12,12.990121949789598,77.5035911,84.40854003122247,Kamakshipalya,No Junction,NO PARKING,CAR,62
171,98,54,292.5,0.27908874825998703,36136.50284208721,5.416666666666667,2.5555555555555554,1.0,11,12.912339557407407,77.58574258148148,50.75921983976502,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,52
172,231,92,287.0,0.27369335945355494,36541.97493389917,3.119565217391304,2.7065217391304346,0.0,10,12.940589082608696,77.52463098695652,39.42539891189895,Byatarayanapura,No Junction,WRONG PARKING,SCOOTER,91
173,182,42,286.0,0.27271237967056733,16317.578922707597,6.809523809523809,3.261904761904762,1.0,7,12.914753328571429,77.58580248809524,74.69305439826455,J.P. Nagar,"BTP177 - Aurobindo Circle, ORR",NO PARKING,CAR,41
174,129,62,283.0,0.2697694403216044,36032.6791160051,4.564516129032258,2.8870967741935485,0.0,9,12.896615943548387,77.72008344354839,24.681393145118847,Whitefield,No Junction,WRONG PARKING,SCOOTER,62
175,377,43,281.0,0.26780748075562905,35778.03120705807,6.534883720930233,5.8604651162790695,0.0,6,12.977897290697676,77.71307592790698,35.73418948356507,Mahadevapura,No Junction,WRONG PARKING,SCOOTER,43
176,209,51,280.8,0.2676112847990315,14816.128883031197,5.5058823529411764,2.0980392156862746,1.0,4,12.938009220802325,77.57691957968713,77.67052519259133,Basavanagudi,BTP216 - Yediyur Junction,WRONG PARKING,CAR,43
177,438,31,279.5,0.2663360110811476,35587.045275347795,9.016129032258064,4.870967741935484,1.0,4,12.957935248387097,77.56739553870968,24.948224673257062,Chamarajpet,BTP214 - 5th Main Chamrajpet  Junction,NO PARKING,SCOOTER,31
178,473,38,277.0,0.26388356162367843,35268.735389164,7.2894736842105265,4.078947368421052,0.0,1,13.030040621052631,77.53819822105262,38.045073525128025,Yeshwanthpura,No Junction,WRONG PARKING,PASSENGER AUTO,35
179,180,67,273.0,0.2599596424917278,20030.58481795311,4.074626865671642,2.2686567164179103,1.0,3,12.911248144776119,77.57321008955223,65.86573955615167,J.P. Nagar,"BTP117 - 9th Cross, Kanakapura Road",WRONG PARKING,GOODS AUTO,54
180,277,92,269.0,0.2560357233597772,21476.29775751663,2.9239130434782608,2.097826086956522,0.0,9,12.913750757806472,77.67806428090448,63.1424596459925,Bellandur,No Junction,WRONG PARKING,SCOOTER,91
181,240,53,267.8,0.25485854762019206,34097.35500800765,5.052830188679246,2.018867924528302,1.0,2,12.947145211320754,77.59079088301887,43.17060185612787,Wilson Garden,BTP122 - Siddapura Junction,NO PARKING,PASSENGER AUTO,41
182,353,32,267.8,0.25485854762019206,13406.04076678796,8.36875,3.40625,1.0,7,12.9038964125,77.5857533625,79.74070704241461,J.P. Nagar,"BTP221 - 15th Cross, 24th Main, JP Nagar",NO PARKING,CAR,32
183,385,32,260.0,0.24720690531288836,33104.228163114225,8.125,4.65625,1.0,10,12.997133403125,77.583457353125,44.72187879925394,Sheshadripuram,BTP032 - Windsor Circle,WRONG PARKING,SCOOTER,29
184,225,63,259.0,0.2462259255299007,26488.490717730645,4.111111111111111,2.4126984126984126,0.0,3,13.068474244444445,77.59272976349206,55.78871252126199,Kodigehalli,No Junction,WRONG PARKING,CAR,60
185,31,92,257.0,0.2442639659639254,14175.632920514885,2.7934782608695654,2.010869565217391,0.0,7,12.906828103067411,77.69668011637103,75.96619885651016,Bellandur,No Junction,WRONG PARKING,SCOOTER,90
186,158,105,256.0,0.24328298618093774,13357.11573517845,2.4380952380952383,2.104761904761905,0.0,8,13.093880261904763,77.59430343619047,78.10677418813181,Yelahanka,No Junction,WRONG PARKING,SCOOTER,100
187,265,89,254.0,0.24132102661496244,23609.24028256672,2.853932584269663,2.0,0.0,2,12.932576858426966,77.63153250337078,58.51954164535019,Adugodi,No Junction,NO PARKING,CAR,84
188,366,28,251.0,0.2383780872659995,31958.31257285258,8.964285714285714,6.0,0.0,8,12.963683014680088,77.7330920792896,15.083141868861434,Whitefield,No Junction,NO PARKING,SCOOTER,28
189,502,32,251.0,0.2383780872659995,31958.31257285258,7.84375,5.46875,0.0,8,12.854957409375,77.66496879375,38.42487846758277,Electronic City,No Junction,WRONG PARKING,CAR,32
190,49,47,250.9,0.23827998928770072,29352.244379469343,5.3382978723404255,2.276595744680851,1.0,5,12.98550319574468,77.59425300212766,52.16206031974394,Cubbon Park,BTP166 - Coffee Board Junction,NO PARKING,CAR,46
191,60,49,250.9,0.23827998928770072,17157.610868726384,5.1204081632653065,2.2653061224489797,1.0,8,12.952052387755103,77.59069921020408,68.22554088017539,Wilson Garden,BTP121 - KH Circle,NO PARKING,CAR,48
192,103,56,248.0,0.2354351479170365,31576.340709432032,4.428571428571429,3.0535714285714284,0.0,2,12.818492987499999,77.68915773214285,34.8700349634976,Electronic City,No Junction,WRONG PARKING,MOTOR CYCLE,56
193,267,74,247.0,0.23445416813404887,31449.016754958517,3.3378378378378377,2.1621621621621623,1.0,3,12.948236582432433,77.5799781027027,32.103528046817026,Basavanagudi,BTP184 - Lalbagh West Gate,NO PARKING,SCOOTER,72
194,357,85,243.0,0.23053024900209826,30939.720937064452,2.8588235294117648,2.1176470588235294,0.0,3,12.958567632941177,77.66820463176471,49.66200172013033,HAL Old Airport,No Junction,WRONG PARKING,SCOOTER,84
195,319,51,239.20000000000002,0.2268025258267452,22573.280653704027,4.690196078431373,2.0,1.0,3,12.980944135294118,77.54901158235293,58.07755312060491,Magadi Road,"BTP024 - NPS, Vijayanagar",NO PARKING,CAR,39
196,312,56,234.0,0.2217014309552094,24281.902725343927,4.178571428571429,2.107142857142857,0.0,10,12.922957857142858,77.65152720535716,55.38493302513635,HSR Layout,No Junction,NO PARKING,CAR,54
197,192,53,231.4,0.2191508835194415,29462.763065171664,4.366037735849057,2.0,1.0,7,12.988218016981133,77.577052,33.61429624043837,Sheshadripuram,BTP054 - Shivananda Circle,WRONG PARKING,CAR,50
198,582,32,231.0,0.21875849160624644,29411.833483382256,7.21875,5.0,0.0,4,12.9504204375,77.52188816875,43.39150152236013,Byatarayanapura,No Junction,NO PARKING,CAR,27
199,345,58,230.0,0.21777751182325877,22277.10717590189,3.9655172413793105,2.0,0.0,4,12.974450096551724,77.7109632586207,57.327048758748155,Mahadevapura,No Junction,WRONG PARKING,MAXI-CAB,52
200,214,113,227.0,0.21483457247429583,28902.53766548819,2.0088495575221237,2.0088495575221237,0.0,10,13.050460300884955,77.52553149557522,8.005203488128453,Jalahalli,No Junction,NO PARKING,SCOOTER,62
201,126,39,221.0,0.2089486937763699,17819.44204606045,5.666666666666667,2.6666666666666665,1.0,10,12.99178541025641,77.53843577435897,62.83102573372131,Vijayanagara,BTP207 - 8th Main Road Basaveshwara Nagar,WRONG PARKING,CAR,38
202,203,66,219.0,0.20698673421039462,8673.06276682048,3.3181818181818183,2.015151515151515,0.0,6,12.894432237878787,77.59902728333334,89.65218453417117,J.P. Nagar,No Junction,NO PARKING,CAR,63
203,168,56,218.0,0.20600575442740696,27756.622075226544,3.892857142857143,2.0,0.0,10,12.997226098214286,77.56845388214286,31.96749622908098,Malleshwaram,No Junction,WRONG PARKING,CAR,55
204,551,57,218.0,0.20600575442740696,27756.622075226544,3.824561403508772,2.0350877192982457,0.0,11,13.001288675438596,77.59549665614034,34.77006209722967,R.T. Nagar,No Junction,WRONG PARKING,CAR,35
205,440,56,217.1,0.20512287262271806,27642.03051620038,3.876785714285714,2.107142857142857,1.0,10,12.976912678571427,77.58902613392857,42.71607569173031,Cubbon Park,BTP041 - Gopal Gowda Circle,NO PARKING,SCOOTER,54
206,188,73,217.0,0.20502477464441932,27629.29812075303,2.9726027397260273,2.0136986301369864,0.0,5,13.099036493150685,77.57707859041096,49.241310984689214,Yelahanka,No Junction,NO PARKING,CAR,67
207,204,86,216.0,0.20404379486143165,27501.974166279513,2.511627906976744,2.13953488372093,0.0,11,13.099643827906977,77.58867542906977,35.51099206909703,Yelahanka,No Junction,NO PARKING,SCOOTER,86
208,360,49,213.20000000000002,0.20129705146906623,27145.46709375367,4.351020408163266,2.0,1.0,3,12.919716842857142,77.58366722653061,33.782820038098656,Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar",WRONG PARKING,CAR,48
209,155,57,213.20000000000002,0.20129705146906623,25167.75759761558,3.7403508771929825,2.0,1.0,7,12.965934243859648,77.58164285438596,51.927379024415345,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",WRONG PARKING,SCOOTER,54
210,114,91,212.0,0.20011987572948103,26992.67834838545,2.32967032967033,2.1538461538461537,0.0,10,12.989322694505494,77.50064835384616,22.10042041160716,Kamakshipalya,No Junction,NO PARKING,SCOOTER,91
211,33,42,210.6,0.19874650403329833,14298.763497901124,5.014285714285714,2.119047619047619,1.0,3,12.962396604761905,77.58971219285715,68.4707374846765,Halasuru Gate,BTP064 - Devanga Hostel Junction,NO PARKING,CAR,39
212,241,43,210.6,0.19874650403329833,15684.965084175292,4.897674418604651,2.4651162790697674,1.0,12,12.976085765116279,77.53155582093022,65.37511546826971,Vijayanagara,BTP214 - 5th Main Chamrajpet  Junction,WRONG PARKING,SCOOTER,43
213,386,77,209.3,0.1974712303154144,26648.903671306954,2.7181818181818183,2.051948051948052,1.0,14,12.939439758441559,77.58400096623376,23.801301466867216,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",WRONG PARKING,SCOOTER,73
214,35,64,208.0,0.19619595659753045,13758.670491921608,3.25,2.03125,1.0,11,12.9451875703125,77.59505707968749,69.36948914140272,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",NO PARKING,SCOOTER,59
215,271,64,206.0,0.19423399703155514,12478.680591920713,3.21875,2.0,0.0,2,12.885362415196349,77.6419133439666,72.48937237507747,Hulimavu,No Junction,WRONG PARKING,CAR,63
216,537,11,201.0,0.18932909811661688,25592.114849176767,18.272727272727273,11.727272727272727,0.6363636363636364,13,12.962018036363638,77.61480055454545,25.698514969563448,Ashok Nagar,BTP142 - Lower Agram Road Junction,WRONG PARKING,SCOOTER,10
217,41,63,200.0,0.18834811833362922,25464.790894703252,3.1746031746031744,2.0,0.0,12,12.903650093118637,77.70416834938108,27.49516301306923,Bellandur,No Junction,WRONG PARKING,CAR,60
218,262,43,200.0,0.18834811833362922,25464.790894703252,4.651162790697675,2.8372093023255816,0.0,4,12.989118690697675,77.50786748139535,38.327984034772406,Kamakshipalya,No Junction,NO PARKING,SCOOTER,43
219,518,48,200.0,0.18834811833362922,25464.790894703252,4.166666666666667,2.5208333333333335,0.0,11,13.072634208333334,77.59016873541667,39.00715760858157,Kodigehalli,No Junction,WRONG PARKING,CAR,48
220,282,47,198.9,0.1872690405723428,25324.734544782386,4.231914893617021,2.021276595744681,1.0,9,12.95461014680851,77.59314682340425,35.433450412630314,Wilson Garden,"BTP102 - BMTC Junction, KH Road",NO PARKING,CAR,47
221,224,35,198.9,0.1872690405723428,25324.734544782386,5.682857142857143,2.8285714285714287,1.0,11,12.93438675142857,77.61268898,34.321904775899526,Adugodi,BTP135 - UCO Bank Junction,NO PARKING,SCOOTER,34
222,147,45,198.0,0.1863861587676539,25210.14298575622,4.4,2.2222222222222223,0.0,13,13.05828360888889,77.59152350222222,29.907085031782305,Kodigehalli,No Junction,WRONG PARKING,CAR,45
223,53,16,197.0,0.18540517898466627,25082.819031282703,12.3125,6.125,0.0,11,12.928969799999999,77.60937519375,20.338298367879798,Mico Layout,No Junction,WRONG PARKING,CAR,16
224,370,67,195.0,0.18344321941869096,6059.143656749029,2.91044776119403,2.014925373134328,0.0,4,13.018046071641791,77.59199113283582,101.21310415660342,R.T. Nagar,No Junction,WRONG PARKING,SCOOTER,63
225,426,55,194.0,0.1824622396357033,12104.129291025427,3.5272727272727273,2.090909090909091,0.0,11,13.014132605454545,77.49213012181818,71.42646415093216,Kamakshipalya,No Junction,WRONG PARKING,CAR,53
226,550,46,192.0,0.18050028006972801,24446.199258915123,4.173913043478261,2.0652173913043477,0.0,4,12.999564134782608,77.59698801739131,38.62774532672998,R.T. Nagar,No Junction,WRONG PARKING,CAR,24
227,285,17,192.0,0.18050028006972801,24446.199258915123,11.294117647058824,6.647058823529412,0.0,1,12.98134569430084,77.63073932705882,42.55026223751566,Halasur,No Junction,NO PARKING,CAR,15
228,39,57,192.0,0.18050028006972801,24446.199258915123,3.3684210526315788,2.1403508771929824,0.0,2,12.912914627289418,77.62552149329751,28.245676150301847,HSR Layout,No Junction,WRONG PARKING,CAR,55
229,112,86,191.0,0.17951930028674035,24318.875304441604,2.2209302325581395,2.2209302325581395,0.0,4,13.047061206976746,77.50103740465116,22.169500175122117,Peenya,No Junction,WRONG PARKING,SCOOTER,77
230,458,44,189.8,0.17834212454715517,24166.08655907339,4.3136363636363635,2.6363636363636362,1.0,10,12.955346347727273,77.57990830454546,39.70555757077843,City Market,BTP119 - Minerva Circle,NO PARKING,SCOOTER,42
231,442,13,189.0,0.17755734072076504,24064.227395494574,14.538461538461538,7.0,0.0,3,12.924263176923079,77.6094103076923,22.94122497164276,Mico Layout,No Junction,PARKING IN A MAIN ROAD,MAXI-CAB,13
232,236,41,189.0,0.17755734072076504,24064.227395494574,4.609756097560975,2.658536585365854,0.0,11,12.987011809317917,77.61940156594818,29.79225746522403,Pulikeshinagar(F.Town),No Junction,NO PARKING,CAR,40
233,255,37,187.20000000000002,0.1757915771113873,14613.308465635382,5.05945945945946,2.189189189189189,1.0,1,12.985687571559861,77.58856393378377,63.85629400347645,High ground,BTP035 - Basaweshwara Circle (LH) Junction,WRONG PARKING,CAR,36
234,371,36,182.0,0.17069048223985148,23172.95971417996,5.055555555555555,2.0,1.0,11,12.951559922222224,77.60759221666666,34.83067431211833,Ashok Nagar,BTP132 - Anepalya Junction,NO PARKING,CAR,29
235,412,22,180.0,0.16872852267387617,22918.311805232926,8.181818181818182,4.136363636363637,0.0,4,12.92486745909091,77.69487175,30.21331715132549,Bellandur,No Junction,WRONG PARKING,CAR,21
236,196,51,180.0,0.16872852267387617,21001.360497195434,3.5294117647058822,2.0,0.0,2,12.880928335294119,77.64508421176471,52.23211373657358,Electronic City,No Junction,WRONG PARKING,CAR,45
237,506,13,180.0,0.16872852267387617,22918.311805232926,13.846153846153847,6.923076923076923,0.0,11,13.0457025,77.5488656,0.0,Jalahalli,No Junction,NO PARKING,CAR,13
238,246,53,179.4,0.1681399348040836,22841.917432548817,3.3849056603773584,2.0,1.0,4,12.94019131509434,77.57303723584906,33.12035740030653,Basavanagudi,BTP109 - Dewan Madhava Rao Junction,NO PARKING,SCOOTER,45
239,409,23,179.0,0.16774754289088853,22790.98785075941,7.782608695652174,5.434782608695652,0.0,10,13.049055839130435,77.49689221304348,33.672088873859856,Chikkabanavara,No Junction,WRONG PARKING,CAR,22
240,301,31,178.0,0.16676656310790086,22663.663896285896,5.741935483870968,4.096774193548387,0.0,11,12.894269156286073,77.65715222867604,35.61663974291516,HSR Layout,No Junction,WRONG PARKING,SCOOTER,31
241,276,84,177.0,0.16578558332491322,22536.339941812377,2.107142857142857,2.0833333333333335,0.0,8,12.986870536904762,77.51918181309523,19.494010574993943,Kamakshipalya,No Junction,NO PARKING,SCOOTER,77
242,400,43,176.0,0.16480460354192555,11666.744757672901,4.093023255813954,2.046511627906977,0.0,1,12.897767609302324,77.63449069534883,69.29574197379699,Madiwala,No Junction,WRONG PARKING,CAR,40
243,384,18,176.0,0.16480460354192555,22409.015987338862,9.777777777777779,5.777777777777778,0.0,12,12.981205294444443,77.64063941111111,47.76317477419342,Jeevanbheemanagar,No Junction,WRONG PARKING,CAR,18
244,187,17,175.0,0.16382362375893791,22281.692032865347,10.294117647058824,6.352941176470588,0.0,5,12.917614164705881,77.67230095294117,45.15023622755876,Bellandur,No Junction,NO PARKING,CAR,17
245,322,41,174.0,0.16284264397595025,22154.368078391828,4.2439024390243905,2.1219512195121952,0.0,4,13.18390233902439,77.68641455609756,29.966956209450405,Chikkajala,No Junction,WRONG PARKING,CAR,40
246,389,51,174.0,0.16284264397595025,22154.368078391828,3.411764705882353,2.0392156862745097,0.0,4,13.02763486862745,77.58596959607843,43.23031735849632,R.T. Nagar,No Junction,WRONG PARKING,CAR,50
247,46,43,174.0,0.16284264397595025,22154.368078391828,4.046511627906977,2.511627906976744,0.0,8,12.91151991627907,77.62610326046511,37.99701073281094,HSR Layout,No Junction,NO PARKING,SCOOTER,41
248,101,31,172.0,0.16088068440997497,10989.356501347462,5.548387096774194,2.870967741935484,0.0,3,12.998921777419355,77.68806245806451,70.58349449730532,Mahadevapura,No Junction,NO PARKING,CAR,27
249,334,39,172.0,0.16088068440997497,21899.720169444798,4.410256410256411,2.5641025641025643,0.0,4,12.94225579230769,77.62243938205128,39.15933626956767,Adugodi,No Junction,NO PARKING,CAR,39
250,306,34,171.60000000000002,0.16048829249677993,21848.790587655392,5.0470588235294125,2.2058823529411766,1.0,4,13.00288318235294,77.55331891764706,37.46410643329795,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",WRONG PARKING,CAR,34
251,418,81,168.0,0.15695676527802435,21390.424351550733,2.074074074074074,2.049382716049383,0.0,11,13.053831858024692,77.59282061481481,19.35720056124355,Kodigehalli,No Junction,WRONG PARKING,SCOOTER,79
252,286,77,167.0,0.15597578549503668,21263.100397077214,2.168831168831169,2.012987012987013,0.0,13,13.022549083653935,77.6378287741035,44.72003050095321,Banaswadi,No Junction,WRONG PARKING,SCOOTER,77
253,261,30,166.4,0.1553871976252441,21186.70602439311,5.546666666666667,2.533333333333333,1.0,6,12.954125416666667,77.59144875666667,43.01121983375619,Wilson Garden,BTP103 - Shanti Nagar TTMC,NO PARKING,CAR,30
254,206,25,165.1,0.15411192390736014,21021.184883577534,6.604,3.12,1.0,4,12.955759624,77.546119948,38.928463863071215,Byatarayanapura,"BTP094 - Sri Skanda Complex, Mysore Road",NO PARKING,CAR,25
255,523,16,165.0,0.15401382592906138,21008.452488130184,10.3125,5.125,0.0,6,12.9557370375,77.7184018625,26.929890941120195,Whitefield,No Junction,WRONG PARKING,CAR,16
256,145,71,163.0,0.1520518663630861,20753.80457918315,2.295774647887324,2.0140845070422535,0.0,13,12.876375291549296,77.59543722957747,27.930555165605842,Hulimavu,No Junction,NO PARKING,SCOOTER,67
